strokes,character,decomposition,pinyin_readings,freq_rank,count,encoding,composition,retokenized
jvvji-v--ivl,馊,馊 → ⿰饣叟 | 饣 → ⿱⺈𠄌 | 叟 → 竹難中水 | 難 → ⿰⿱廿⿻口夫隹 | 廿 → ⿵卄一 | 夫 → ⿻二人 | 中 → ⿻口丨,sou1,4753.0,236.0,._.|.9V.Vl.flfl._.|.).h.-.).o.).=.a.a=j-.).o.l.lva,⿰⿱⺈𠄌竹⿰⿱⿵卄一⿻口⿻二人隹⿻口丨水,._.|.9V.Vl.flfl._.|.).h.-.).o.).=.a.a=j-.).o.l.lva
jvvjjvl,饭,饭 → ⿰饣反 | 饣 → ⿱⺈𠄌 | 反 → ⿸𠂆又,fan4,935.0,35076.0,._.|.9V.Vl.).//.4,⿰⿱⺈𠄌⿸𠂆又,._.|.9V.Vl.).//.4
jvvjl--ijl,馀,馀 → ⿰饣余 | 饣 → ⿱⺈𠄌 | 余 → ⿱亼朩 | 亼 → ⿱人一,yu2,4206.0,457.0,._.|.9V.Vl.|.|.a.-.mV,⿰⿱⺈𠄌⿱⿱人一朩,._.|.9V.Vl.|.|.a.-.mV
jvvjl-iv-,饸,饸 → ⿰饣合 | 饣 → ⿱⺈𠄌 | 合 → ⿱亼口 | 亼 → ⿱人一,he2,6790.0,17.0,._.|.9V.Vl.|.|.a.-.o,⿰⿱⺈𠄌⿱⿱人一口,._.|.9V.Vl.|.|.a.-.o
jvvjv,饥,饥 → ⿰饣几 | 饣 → ⿱⺈𠄌,ji1,2173.0,5689.0,._.|.9V.Vl./V-i-,⿰⿱⺈𠄌几,._.|.9V.Vl./V-i-
jvvjviv,饨,饨 → ⿰饣屯 | 饣 → ⿱⺈𠄌 | 屯 → ⿻一𡳾 | 𡳾 → ⿻凵乚,tun2,4332.0,399.0,._.|.9V.Vl.).-.).u.Vl-X,⿰⿱⺈𠄌⿻一⿻凵乚,._.|.9V.Vl.).-.).u.Vl-X
jvvjvji-v--,馅,馅 → ⿰饣臽 | 饣 → ⿱⺈𠄌 | 臽 → ⿱⺈臼,xian4,3765.0,742.0,._.|.9V.Vl.|.9V.a-c-,⿰⿱⺈𠄌⿱⺈臼,._.|.9V.Vl.|.9V.a-c-
jvvl,凤,凤 → ⿵𠘨又,feng4,1504.0,13817.0,.)./V-l.4,⿵𠘨又,.)./V-l.4
jvvl,勾,勾 → ⿹勹厶,gou1/gou4,2034.0,6780.0,.).9.d,⿹勹厶,.).9.d
jvvl,厹,厹 → 九厶 | 九 → ㇓㇈,,,,,,
jvvl,及,及 → ㇋丿乀,ji2,198.0,202671.0,,,
jvvl,夃,夃 → 乃又 | 乃 → ㇡丿,,,,,,
jvvl,殳,殳 → 𠘧又 | 𠘧 → 丿㇍,shu1,6005.0,63.0,,,
jvvl-iviv--iv---,𫗴,𫗴 → 饣亶 | 饣 → ⺈𠄌 | 亶 → 㐭旦 | 㐭 → 亠回 | 回 → 囗口 | 旦 → 日一,,,,,,
jvvl-jljl,饺,饺 → ⿰饣交 | 饣 → ⿱⺈𠄌 | 交 → ⿱亠父 | 父 → ⿱八乂,jiao3,3650.0,856.0,._.|.9V.Vl.|.=V.|.8.x,⿰⿱⺈𠄌⿱亠⿱八乂,._.|.9V.Vl.|.=V.|.8.x
jvvlijl,系,系 → ⿱丿糸 | 糸 → ⿱幺小 | 幺 → ⿽𠃋厶,xi4,216.0,190769.0,.|./.|.⿽.Vj-.d.w,⿱丿⿱⿽𠃋厶小,.|./.|.⿽.Vj-.d.w
jvvlivii-,盈,盈 → ⿱夃皿 | 夃 → ⿵乃又 | 乃 → ⿹㇡丿,ying2,2111.0,6142.0,.|.).).v?./.4.nh,⿱⿵⿹㇡丿又皿,.|.).).v?./.4.nh
jvvlj---jv-i-,馐,馐 → 饣羞 | 饣 → ⺈𠄌 | 羞 →  /,xiu1,4223.0,451.0,,,
jvvlj--ji,饼,饼 → ⿰饣并 | 饣 → ⿱⺈𠄌 | 并 → ⿱丷开 | 开 → ⿱一廾,bing3,2359.0,4439.0,._.|.9V.Vl.|.8V.|.-.hX,⿰⿱⺈𠄌⿱丷⿱一廾,._.|.9V.Vl.|.8V.|.-.hX
jvvljiv---vllll,䲯,䲯 → 及鳥 | 及 → ㇋丿乀,,,,,,
jvvljvl-v,胤,胤 → ⿰𦙍乚,yin4,3982.0,589.0,._.ydg.Vl-X,⿰𦙍乚,._.ydg.Vl-X
jvvllvv-iv-,馆,馆 → ⿰饣官 | 饣 → ⿱⺈𠄌 | 官 → ⿱宀㠯 | 宀 → ⿱丶冖 | 㠯 → ⿰丨⿱ココ,guan3,1011.0,30564.0,._.|.9V.Vl.|.|.\.nV._.l.|.c.c,⿰⿱⺈𠄌⿱⿱丶冖⿰丨⿱ココ,._.|.9V.Vl.|.|.\.nV._.l.|.c.c
jvvv-iv-,饲,饲 → ⿰饣司 | 饣 → ⿱⺈𠄌 | 司 → ⿹𠃌𠮛 | 𠮛 → ⿱一口,si4,1971.0,7399.0,._.|.9V.Vl.).V-lX.|.-.o,⿰⿱⺈𠄌⿹𠃌⿱一口,._.|.9V.Vl.).V-lX.|.-.o
jvvv-vv-v-ii-jl,馔,馔 → ⿰饣巽 | 饣 → ⿱⺈𠄌 | 巽 → ⿱⿰巳巳共 | 巳 → ⿺乚コ | 巳 → ⿺乚コ | 共 → ⿱龷八 | 龷 → ⿱艹一,zhuan4,4891.0,204.0,._.|.9V.Vl.|._._.Vl-X.c._.Vl-X.c.|.|.hV.-.8,⿰⿱⺈𠄌⿱⿰⿺乚コ⿺乚コ⿱⿱艹一八,._.|.9V.Vl.|._._.Vl-X.c._.Vl-X.c.|.|.hV.-.8
jvvvi,䢳,䢳 → 几阝 | 几 → 丿㇈,,,,,,
jvvviivi,饳,饳 → ⿰饣出 | 饣 → ⿱⺈𠄌 | 出 → ⿱屮凵 | 屮 → ⿻凵丨,duo4,9646.0,1.0,._.|.9V.Vl.|.).u.l.u,⿰⿱⺈𠄌⿱⿻凵丨凵,._.|.9V.Vl.|.).u.l.u
jvvvjj,饧,饧 → ⿰饣𠃓 | 饣 → ⿱⺈𠄌 | 𠃓 → ⿹㇡⿰丿丿,xing2/tang2,5006.0,182.0,._.|.9V.Vl.).v?._././,⿰⿱⺈𠄌⿹㇡⿰丿丿,._.|.9V.Vl.).v?._././
jvvvliv-,饴,饴 → ⿰饣台 | 饣 → ⿱⺈𠄌 | 台 → ⿱厶口,yi2,5355.0,130.0,._.|.9V.Vl.|.d.o,⿰⿱⺈𠄌⿱厶口,._.|.9V.Vl.|.d.o
jvvvljljvl,馂,馂 → ⿰饣夋 | 饣 → ⿱⺈𠄌 | 夋 → ⿳厶八夂,jun4,7341.0,7.0,._.|.9V.Vl.||.d.8.9\X,⿰⿱⺈𠄌⿳厶八夂,._.|.9V.Vl.||.d.8.9\X
l,丶,No steps,,,,.\,,
l-,亠,No steps,,,,.=V,,
l-,冫,No steps,,,,.=A,,
l----jl--jl,凑,凑 → ⿰冫奏  | 奏 → ⿱𡗗天 | 𡗗 → ⿸⿻三丿㇏ | 天 → ⿱一大,cou4,2193.0,5544.0,._.=A.|.).).3./.\XX.|.-.q,⿰冫⿱⿸⿻三丿㇏⿱一大,._.=A.|.).).3./.\XX.|.-.q
l---i-jv--,凊,凊 → 冫青 | 青 → 龶月,,,,,,
l---iv---i-jv--,請,請 → ⿰訁青 | 青 → ⿱龶月,qing3,5904.0,71.0,._.4oAT.|.j-V.g,⿰訁⿱龶月,._.4oAT.|.j-V.g
l---iv---jivlj,誡,誡 → ⿰訁戒 | 戒 → ⿹戈廾,jie4,8570.0,2.0,._.4oAT.).-va.hX,⿰訁⿹戈廾,._.4oAT.).-va.hX
l---iv--i--i-v-jl,䜁,䜁 → 訁奊 | 奊 → 夨圭 | 夨 → ㇥一㇏ | 圭 → 土土,,,,,,
l---iv--i-i---i----vlj,䜟,䜟 → 訁韯 | 韯 → 𢦏韭 | 𢦏 → 戈十 | 戈 → 弋丿 | 韭 → 非一 | 非 → 三丨丨三,,,,,,
l---iv--i-ivjv-iv---jl,讀,讀 → ⿰訁賣 | 賣 → ⿱士買 | 士 → ⿱十一 | 買 → ⿱罒貝 | 貝 → ⿱目八,du2,6303.0,40.0,._.4oAT.|.|.0.-.|.nhV.|.e.8,⿰訁⿱⿱十一⿱罒⿱目八,._.4oAT.|.|.0.-.|.nhV.|.e.8
l---iv--i-ivjv-iv---jll---iv-,讟,讟 → ⿰讀言 | 讀 → ⿰訁賣 | 賣 → ⿱士買 | 士 → ⿱十一 | 買 → ⿱罒貝 | 貝 → ⿱目八,du2,6896.0,14.0,._._.4oAT.|.|.0.-.|.nhV.|.e.8.4o,⿰⿰訁⿱⿱十一⿱罒⿱目八言,._._.4oAT.|.|.0.-.|.nhV.|.e.8.4o
l---iv--i-jiv--l,諸,諸 → ⿰訁者 | 者 → ⿱耂日 | 耂 → ⿻丿土,zhu1,6696.0,21.0,._.4oAT.|.)./.t.b,⿰訁⿱⿻丿土日,._.4oAT.|.)./.t.b
l---iv--i-l-vjj-jl,謸,謸 → ⿰訁敖 | 敖 → ⿰⿱士方攵 | 士 → ⿱十一 | 攵 → ⿱𠂉乂,ao4,9555.0,1.0,._.4oAT._.|.|.0.-.=/v.|.fV.x,⿰訁⿰⿱⿱十一方⿱𠂉乂,._.4oAT._.|.|.0.-.=/v.|.fV.x
l---iv--ii---jvv,諶,諶 → 訁甚 | 甚 → 龷𠄠𠃊八 | 龷 → 艹一 | 𠄠 → 一一,,,,,,
l---iv--ii-iv-i--vjllll,讌,讌 → ⿰訁燕 | 燕 → ⿳廿⿴北口灬 | 廿 → ⿵卄一,yan4,8990.0,1.0,._.4oAT.||.).h.-.).j7.o.w\V,⿰訁⿳⿵卄一⿴北口灬,._.4oAT.||.).h.-.).j7.o.w\V
l---iv--iiv---ijvll,謿,謿 → ⿰訁朝 | 朝 → ⿰龺月 | 龺 → ⿱十早 | 早 → ⿱日十,zhao1,7157.0,9.0,._.4oAT._.|.0.|.b.0.g,⿰訁⿰⿱十⿱日十月,._.4oAT._.|.0.|.b.0.g
l---iv--ijvl,訹,訹 → ⿰訁术 | 术 → ⿺木丶,xu4,9725.0,1.0,._.4oAT._.m.\,⿰訁⿺木丶,._.4oAT._.m.\
l---iv--iv---ilvvl,謰,謰 → 訁連 | 連 → 辶車 | 辶 → 丶𠃍乀,,,,,,
l---iv--iv-iv--iiv-iv--,讍,讍 → ⿰訁噩 | 噩 → ⿻王㗊 | 㗊 → ⿱吅吅 | 吅 → ⿰口口 | 吅 → ⿰口口,e4,9557.0,1.0,._.4oAT.).j-.|._.o.o._.o.o,⿰訁⿻王⿱⿰口口⿰口口,._.4oAT.).j-.|._.o.o._.o.o
l---iv--iv-ivlj-i,䛿,䛿 → 訁鬲 | 鬲 → 𠮛冂䒑丨 | 𠮛 → 一口,,,,,,
l---iv--ivjv--i-,諲,諲 → 訁垔 | 垔 → 覀土 | 覀 → 一口丨丨,,,,,,
l---iv--j-i-jvl-lvvl,䜔,䜔 → 訁遀 | 遀 → 辶左月 | 辶 → 丶𠃍乀 | 左 → 𠂇工 | 𠂇 → 一丿,,,,,,
l---iv--j-iv-vlj,諴,諴 → 訁咸 | 咸 → 戌口 | 戌 → 戊一 | 戊 → 丿戈 | 戈 → 弋丿,,,,,,
l---iv--j-iv-vljlvll,䜗,䜗 → 訁感 | 感 → 咸心 | 咸 → 戌口 | 戌 → 戊一 | 戊 → 丿戈 | 戈 → 弋丿,,,,,,
l---iv--jivii,䛔,䛔 → 訁而 | 而 → 一𦓐 | 𦓐 → 丿𦉫 | 𦉫 → 冂丨丨,,,,,,
l---iv--jivlj--i,諵,諵 → 訁南 | 南 → 十冂𢆉 | 𢆉 → 丷干,,,,,,
l---iv--jjv--,詴,詴 → 訁有 | 有 → 𠂇月 | 𠂇 → 一丿,,,,,,
l---iv--jl-i-jiv--l,譇,譇 → 訁奢 | 奢 → 大者 | 者 → 耂日 | 耂 → 丿土,,,,,,
l---iv--jvlj,䛋,䛋 → 訁戊 | 戊 → 丿戈 | 戈 → 弋丿,,,,,,
l---iv--jvll,詙,詙 → 訁犮 | 犮 → 友丶 | 友 → 𠂇又 | 𠂇 → 一丿,,,,,,
l---iv--jvvlj,誠,誠 → ⿰訁成 | 成 → ⿵戊𠃌,cheng2,8163.0,3.0,._.4oAT.).rva.V-lX,⿰訁⿵戊𠃌,._.4oAT.).rva.V-lX
l---iv--lj-i,評,評 → ⿰訁平 | 平 → ⿻干丷,ping2,6962.0,13.0,._.4oAT.).j.8V,⿰訁⿻干丷,._.4oAT.).j.8V
l---iv--ljjliv--ijl,䜍,䜍 → 訁尞 | 尞 → 昚小 | 昚 → 𡗜日 | 𡗜 → 大丷,,,,,,
l---iv--lvillll--v,謣,謣 → 訁雩 | 雩 →  /,,,,,,
l---iv--lvillll-jivii,譳,譳 → 訁需 | 需 → ⻗而 | ⻗ → 帀⺀⺀ | 帀 → 一巾 | 巾 → 冂丨 | 而 → 一𦓐 | 𦓐 → 丿𦉫 | 𦉫 → 冂丨丨,,,,,,
l---iv--vi-iv-,語,語 → ⿰訁吾 | 吾 → ⿱五口,yu3,6239.0,44.0,._.4oAT.|.rc.o,⿰訁⿱五口,._.4oAT.|.rc.o
l---iv--vlj-vlj,諓,諓 → ⿰訁戔 | 戔 → ⿱戈戈,jian4,8353.0,2.0,._.4oAT.|.-va.-va,⿰訁⿱戈戈,._.4oAT.|.-va.-va
l---iv-i----vjl,䛫,䛫 → 訁長 | 長 → 丄三𠄌乀丿 | 丄 → 丨一,,,,,,
l---iv-i--i-i--i--i,譁,譁 → ⿰訁華 | 華 → ⿱艹⿻丅⿱艹二 | 丅 → ⿱一丨,wa2,8356.0,2.0,._.4oAT.|.hV.).|.-.l.|.hV.=,⿰訁⿱艹⿻⿱一丨⿱艹二,._.4oAT.|.hV.).|.-.l.|.hV.=
l---iv-i--i-i-jv-i-vjl--vl,讛,讛 → ⿰訁藝 | 藝 → ⿱蓺云 | 蓺 → ⿱艹埶 | 埶 → ⿰坴丸 | 坴 → ⿳土八土 | 丸 → ⿻九丶 | 云 → ⿱二厶,yi4,9558.0,1.0,._.4oAT.|.|.hV._.||.t.8.t.).?.\.|.=.d,⿰訁⿱⿱艹⿰⿳土八土⿻九丶⿱二厶,._.4oAT.|.|.hV._.||.t.8.t.).?.\.|.=.d
l---iv-i--i-ii-v-ijl,䜓,䜓 → 訁葉 | 葉 → 艹枼 | 枼 → 世木 | 世 → 廿𠃊 | 廿 → 卄一,,,,,,
l---iv-i--i-jiv-,諾,諾 → 訁若 | 若 → 艹右 | 右 → 𠂇口 | 𠂇 → 一丿,,,,,,
l---iv-i--iiv---jl,謨,謨 → ⿰訁莫 | 莫 → ⿱艹旲 | 旲 → ⿱日大,mo2,8660.0,2.0,._.4oAT.|.hV.|.b.q,⿰訁⿱艹⿱日大,._.4oAT.|.hV.|.b.q
l---iv-i--iiv--ivvl,䜕,䜕 → 訁萬 | 萬 → 艹禺 | 禺 → 日禸 | 禸 → 冂厶,,,,,,
l---iv-i--iiv--jvjlv,譪,譪 → 訁葛 | 葛 → 艹曷 | 曷 → 曰匃 | 曰 → 囗一 | 匃 → 勹亾 | 亾 → 𠃊人,,,,,,
l---iv-i--iiv-iv-jil---i-,讙,讙 → ⿰訁雚 | 雚 → ⿱艹𨾴 | 𨾴 → ⿱吅隹 | 吅 → ⿰口口,huan1,8903.0,1.0,._.4oAT.|.hV.|._.o.o.a=j-,⿰訁⿱艹⿱⿰口口隹,._.4oAT.|.hV.|._.o.o.a=j-
l---iv-i--ijil---i-vl,護,護 → ⿰訁蒦 | 蒦 → ⿱艹隻 | 隻 → ⿱隹又,hu4,6282.0,41.0,._.4oAT.|.hV.|.a=j-.4,⿰訁⿱艹⿱隹又,._.4oAT.|.hV.|.a=j-.4
l---iv-i--ijivj,誮,誮 → 訁花 | 花 → 艹化 | 化 → 亻𠤎 | 𠤎 → 乚丿,,,,,,
l---iv-i--ijviv-j-jl,䜘,䜘 → 訁敬 | 敬 → 苟攵 | 苟 → 艹句 | 句 → 勹口 | 攵 → 𠂉乂,,,,,,
l---iv-i--il-vjiv,謊,謊 → 訁荒 | 荒 → 艹巟 | 巟 → 亡𫶧 | 亡 → 亠𠃊 | 𫶧 → 丿丨乚,,,,,,
l---iv-i-vj-jljliv---,䜜,䜜 → 訁睿 | 睿 → 𣦵八𠆢目,,,,,,
l---iv-i-vj-v-iv-ivlj-i-jll,讞,讞 → ⿰訁獻 | 獻 → ⿰鬳犬 | 鬳 → ⿸虍鬲 | 鬲 → ⿱𠮛⿵冂⿱䒑丨 | 𠮛 → ⿱一口,yan4,7640.0,5.0,._.4oAT._.).fvj7.|.|.-.o.).n.|.hVX.l./v/,⿰訁⿰⿸虍⿱⿱一口⿵冂⿱䒑丨犬,._.4oAT._.).fvj7.|.|.-.o.).n.|.hVX.l./v/
l---iv-i-vj-viivi--,譃,譃 → ⿰訁虛 | 虛 → ⿸虍⿱丱一,xu1,8165.0,3.0,._.4oAT.).fvj7.|.v/lf.-,⿰訁⿸虍⿱丱一,._.4oAT.).fvj7.|.v/lf.-
l---iv-i-vvj,訿,訿 → 訁此 | 此 → 止匕,,,,,,
l---iv-iljjvl-,誚,誚 → 訁肖 | 肖 → 小月,,,,,,
l---iv-iv---vvl,𧩙,𧩙 → 訁廴旦 | 廴 → ㇋乀 | 旦 → 日一,,,,,,
l---iv-iv--vi-i--v--,譝,譝 → 訁黽 | 黽 → 冂一乚⺊彐𰀄 | 彐 → コ一 | 𰀄 → 𫜹 | 𫜹 → コ一,,,,,,
l---iv-iv--vjvj,䛰,䛰 → 訁昆 | 昆 → 日比,,,,,,
l---iv-iv-i-iv---jllvvl,讉,讉 → ⿰訁遺 | 遺 → ⿺辶貴 | 貴 → ⿱𠀐貝 | 𠀐 → ⿱中一 | 中 → ⿻口丨 | 貝 → ⿱目八,yi2,6697.0,21.0,._.4oAT._.\v.|.|.).o.l.-.|.e.8,⿰訁⿺辶⿱⿱⿻口丨一⿱目八,._.4oAT._.\v.|.|.).o.l.-.|.e.8
l---iv-iv-i-jvjvl,謖,謖 → 訁畟 | 畟 → 田八夂,,,,,,
l---iv-iv-i-jvl-,謂,謂 → ⿰訁胃 | 胃 → ⿱田⺼,wei4,6240.0,44.0,._.4oAT.|.o0.gA,⿰訁⿱田⺼,._.4oAT.|.o0.gA
l---iv-iv-i-v-iv-lvvl,譴,譴 → 訁遣 | 遣 → 辶𠀐㠯 | 辶 → 丶𠃍乀 | 𠀐 → 中一 | 中 → 口丨 | 㠯 → 丨ココ,,,,,,
l---iv-iv-iv--jv-ii---j-jl,讝,讝 → ⿰訁嚴 | 嚴 → ⿱吅𠪚 | 吅 → ⿰口口,zhan2,7284.0,8.0,._.4oAT.|._.o.o.𠪚,⿰訁⿱⿰口口𠪚,._.4oAT.|._.o.o.𠪚
l---iv-iv-v-jl,誤,誤 → ⿰訁吴 | 吴 → ⿱口天 | 天 → ⿱一大,wu4,6207.0,46.0,._.4oAT.|.o.|.-.q,⿰訁⿱口⿱一大,._.4oAT.|.o.|.-.q
l---iv-ivii--iv-jvjl,譞,譞 → ⿰訁睘 | 睘 → ⿱⿱罒一⿱𠮛𧘇 | 𠮛 → ⿱一口,xuan1,6791.0,17.0,._.4oAT.|.|.nhV.-.|.|.-.o.yaV,⿰訁⿱⿱罒一⿱⿱一口𧘇,._.4oAT.|.|.nhV.-.|.|.-.o.yaV
l---iv-ivii-il-jllvvl,䜚,䜚 → 訁遝 | 遝 → 辶眔 | 辶 → 丶𠃍乀 | 眔 → 罒氺,,,,,,
l---iv-ivijil---i-ivjviv-,讗,讗 → 訁巂 | 巂 → 崔冏 | 崔 → 山隹 | 山 → 凵丨 | 冏 → 冂㕣 | 㕣 → (,,,,,,
l---iv-ivviviv-,諣,諣 → 訁咼 | 咼 → 冎口 | 冎 → 冂𠃍冂,,,,,,
l---iv-j---i---,誹,誹 → 訁非 | 非 → 三丨丨三,,,,,,
l---iv-j--i-ijl,䛶,䛶 → 訁𣐇,,,,,,
l---iv-j-i-,䚾,䚾 → 訁壬 | 壬 → 丿士 | 士 → 十一,,,,,,
l---iv-j-i-iv-,誥,誥 → ⿰訁告 | 告 → ⿱𠂒口,gao4,7794.0,4.0,._.4oAT.|.f=.o,⿰訁⿱𠂒口,._.4oAT.|.f=.o
l---iv-j-i-vlj,誐,誐 → 訁我 | 我 → 𠂌戈 | 𠂌 → 丿𬺰 | 𬺰 → 一亅 | 戈 → 弋丿,,,,,,
l---iv-j-i-vvl,誔,誔 → 訁廷 | 廷 → 廴𡈼 | 廴 → ㇋乀 | 𡈼 → 丿土,,,,,,
l---iv-j-ii--i--,諈,諈 → ⿰訁垂 | 垂 → ⿻⿱千工艹 | 千 → ⿱丿十,zhui4,8988.0,1.0,._.4oAT.).|.|./.0.r-.hV,⿰訁⿻⿱⿱丿十工艹,._.4oAT.).|.|./.0.r-.hV
l---iv-j-iiv-,話,話 → ⿰訁舌 | 舌 → ⿱千口 | 千 → ⿱丿十,hua4,6195.0,47.0,._.4oAT.|.|./.0.o,⿰訁⿱⿱丿十口,._.4oAT.|.|./.0.o
l---iv-j-iji-v--,䛽,䛽 → 訁臿 | 臿 → 千臼 | 千 → 丿十 | 臼 → 丨丿一𠃍一一,,,,,,
l---iv-j-vvll-,誨,誨 → 訁每 | 每 → 𠂉母,,,,,,
l---iv-ji-v--ivl,謏,謏 → ⿰訁叟 | 叟 → 竹難中水 | 難 → ⿰⿱廿⿻口夫隹 | 廿 → ⿵卄一 | 夫 → ⿻二人 | 中 → ⿻口丨,xiao3,8285.0,2.0,._.4oAT.flfl._.|.).h.-.).o.).=.a.a=j-.).o.l.lva,⿰訁竹⿰⿱⿵卄一⿻口⿻二人隹⿻口丨水,._.4oAT.flfl._.|.).h.-.).o.).=.a.a=j-.).o.l.lva
l---iv-ji-v--jl,諛,諛 → ⿰訁臾 | 臾 → ⿻臼人,yu2,8656.0,2.0,._.4oAT.).a-c-.a,⿰訁⿻臼人,._.4oAT.).a-c-.a
l---iv-ji-vvvl,誕,誕 → ⿰訁延 | 延 → ⿺廴⿳丿⺊𠃊,dan4,8569.0,2.0,._.4oAT._.4A.||./.f.Vl-,⿰訁⿺廴⿳丿⺊𠃊,._.4oAT._.4A.||./.f.Vl-
l---iv-jij-i-,䛘,䛘 → 訁任 | 任 → 亻壬 | 壬 → 丿士 | 士 → 十一,,,,,,
l---iv-jiv--l-vjj-jl,譤,譤 → 訁敫 | 敫 → 白方攵 | 白 → 丿日 | 方 → 丶万 | 万 → 丆𠃌 | 攵 → 𠂉乂,,,,,,
l---iv-jiv-i-jvvl,謉,謉 → 訁鬼 | 鬼 → 甶儿厶 | 甶 → 丿田,,,,,,
l---iv-jivj,訛,訛 → ⿰訁化 | 化 → ⿰亻𠤎 | 𠤎 → ⿻乚丿,e2,7880.0,4.0,._.4oAT._.aA.).Vl-X./,⿰訁⿰亻⿻乚丿,._.4oAT._.aA.).Vl-X./
l---iv-jivjvl-lvll,謥,謥 → ⿰訁悤 | 悤 → ⿱囱心 | 囱 → ⿱丿⿴囗⿻𠂊乀 | 𠂊 → ⿰丿㇇,cong4,8659.0,2.0,._.4oAT.|.|./.).oX.)._./.Vr.\X.w,⿰訁⿱⿱丿⿴囗⿻⿰丿㇇乀心,._.4oAT.|.|./.).oX.)._./.Vr.\X.w
l---iv-jivlj-ijl-jl,䜒,䜒 → 訁奧 | 奧 → 丿冂釆大 | 釆 → 丿米 | 米 → 丷木,,,,,,
l---iv-jj-jiv---,䛻,䛻 → 訁盾 | 盾 → 𠂆𥃭 | 𠂆 → 丿丿 | 𥃭 → 十目,,,,,,
l---iv-jl-jjvl-,誵,誵 → 訁肴 | 肴 → 㐅有 | 有 → 𠂇月 | 𠂇 → 一丿,,,,,,
l---iv-jl-jvllvv,諭,諭 → 訁俞 | 俞 → 亼刖 | 亼 → 人一 | 刖 → 月刂 | 刂 → 丨亅,,,,,,
l---iv-jljl-i---i----vlj,讖,讖 → 訁韱 | 韱 → 㦰韭 | 㦰 → 戈从 | 戈 → 弋丿 | 从 → 人人 | 韭 → 非一 | 非 → 三丨丨三,,,,,,
l---iv-jllj--jvl,諼,諼 → 訁爰 | 爰 → 爫一友 | 爫 → 丿𭕄 | 友 → 𠂇又 | 𠂇 → 一丿,,,,,,
l---iv-jlljji-v--,謟,謟 → ⿰訁舀 | 舀 → ⿱爫臼 | 爫 → ⿱丿𭕄,tao1,8902.0,1.0,._.4oAT.|.|./.wV.a-c-,⿰訁⿱⿱丿𭕄臼,._.4oAT.|.|./.wV.a-c-
l---iv-jlljvvl-jl,謑,謑 → 訁奚 | 奚 → 爫𡗞 | 爫 → 丿𭕄,,,,,,
l---iv-jllv--jiv-,謒,謒 → 訁倉 | 倉 → 亽尸一口,,,,,,
l---iv-jllviv-,誝,誝 → 訁含 | 含 → 今口 | 今 → 亽㇇,,,,,,
l---iv-jllvl,詅,詅 → ⿰訁令 | 令 → ⿱亽龴,ling2,9273.0,1.0,._.4oAT.|.a\.dV,⿰訁⿱亽龴,._.4oAT.|.a\.dV
l---iv-jllvlvll,諗,諗 → 訁念 | 念 → 今心 | 今 → 亽㇇,,,,,,
l---iv-jv-i-iv-,調,調 → ⿰訁周 | 周 → ⿵⺆𠮷 | 𠮷 → ⿱土口,diao4,5431.0,122.0,._.4oAT.).nX.|.t.o,⿰訁⿵⺆⿱土口,._.4oAT.).nX.|.t.o
l---iv-jv-jjvl---iv-,譫,譫 → ⿰訁詹 | 詹 → ⿸厃⿱八言 | 厃 → ⿱⺈厂,zhan1,8661.0,2.0,._.4oAT.).|.9V.r.|.8.4o,⿰訁⿸⿱⺈厂⿱八言,._.4oAT.).|.9V.r.|.8.4o
l---iv-jv-vl,詆,詆 → 訁氐 | 氐 → 氏丶,,,,,,
l---iv-jviv,訰,訰 → 訁屯 | 屯 → 一𡳾 | 𡳾 → 凵乚,,,,,,
l---iv-jviv-vjvjjviv-jvl,讒,讒 → 訁毚 | 毚 → 㲋兔 | 㲋 → 𠮥比 | 𠮥 → ⺈口 | 兔 → 免丶 | 免 → ⺈口丿乚,,,,,,
l---iv-jvivjliv---jvl,讂,讂 → 訁敻 | 敻 → 𠂊𠔿目攵 | 𠂊 → 丿㇇ | 𠔿 → 冂人 | 攵 → 𠂉乂,,,,,,
l---iv-jvjiv-i-l,諷,諷 → 訁風 | 風 → 𠘨䖝 | 𠘨 → 丿㇤ | 䖝 → 丿虫,,,,,,
l---iv-jvljliv-,䛮,䛮 → 訁咎 | 咎 → 处口 | 处 → 夂卜,,,,,,
l---iv-jvllj--ivi,謠,謠 → ⿰訁⿱𱼀缶 | 𱼀 → ⿻夕丶 | 缶 → ⿱午凵 | 午 → ⿱𠂉十,yao2,9553.0,1.0,._.4oAT.|.).9\.\.|.|.fV.0.u,⿰訁⿱⿻夕丶⿱⿱𠂉十凵,._.4oAT.|.).9\.\.|.|.fV.0.u
l---iv-jvv--i,諍,諍 → 訁争 | 争 → ⺈⺕亅,,,,,,
l---iv-l-jlj-v--iijl,譧,譧 → 訁廉 | 廉 → 广兼 | 广 → 丶厂 | 兼 → 䒑コ卄八,,,,,,
l---iv-l-jlviivvl,謧,謧 → ⿰訁离 | 离 → ⿱㐫禸 | 㐫 → ⿱亠凶 | 凶 → ⿶凵㐅 | 禸 → ⿻冂厶,li2,8354.0,2.0,._.4oAT.|.|.=V.).u.xX.).n.d,⿰訁⿱⿱亠⿶凵㐅⿻冂厶,._.4oAT.|.|.=V.).u.xX.).n.d
l---iv-l-jviv-jvjl,䜇,䜇 → 訁衮 | 衮 → 衣公 | 衣 → 亠𧘇 | 公 → 八厶,,,,,,
